收费门架编号,门架名称,门架类型,门架种类,省界入/出口标识,纬度,经度,使用状态,门架HEX字符串,反向门架HEX字符串
S001637003001020080,崖子虚-龙角山枢纽收费门架,路段收费门架,实体门架,,37.090864,121.299424,在用,3D8501,3C8514
S001637003001320090,龙角山枢纽-午极虚收费门架,路段收费门架,实体门架,,37.078248,121.458083,在用,3D8513,3C8512
S001637003001420100,午极虚-下初虚收费门架,路段收费门架,实体门架,,37.068327,121.581321,在用,3D8511,3C8510
S001637003001520110,下初虚-泽头虚收费门架,路段收费门架,实体门架,,37.056063,121.622257,在用,3D850F,3C850E
S001637003001620120,泽头虚-威乳荣文立交收费门架,路段收费门架,实体门架,,37.077046,121.894327,在用,3D850D,3C850C
S001637003001710010,泽头-泽头虚收费门架,路段收费门架,虚拟门架,,37.064472,121.582656,在用,3C8505,3D8504
S001637003001820010,泽头虚-泽头收费门架,路段收费门架,虚拟门架,,37.064472,121.582656,在用,3D8504,3C8505
S001637003001910010,下初-下初虚收费门架,路段收费门架,虚拟门架,,37.055482,121.608704,在用,3C8506,3D8507
S001637003002020010,下初虚-下初收费门架,路段收费门架,虚拟门架,,37.055482,121.608704,在用,3D8507,3C8506
S001637003002110010,午极-午极虚收费门架,路段收费门架,虚拟门架,,37.078362,121.479715,在用,3C8508,3D8509
S001637003002220010,午极虚-午极收费门架,路段收费门架,虚拟门架,,37.078362,121.479715,在用,3D8509,3C8508
S001637003002310010,崖子-崖子虚收费门架,路段收费门架,虚拟门架,,37.086529,121.285006,在用,3C850A,3D850B
S001637003002420010,崖子虚-崖子收费门架,路段收费门架,虚拟门架,,37.086529,121.285006,在用,3D850B,3C850A
S010137001000610040,曹范北虚-曹范虚收费门架,路段收费门架,虚拟门架,,36.627834,117.382656,在用,3C890E,3D890D
S010137001000720050,曹范虚-曹范北虚收费门架,路段收费门架,虚拟门架,,36.628442,117.382429,在用,3D890D,3C8909
S010137001000820060,曹范北虚-孙村东虚收费门架,路段收费门架,实体门架,,36.660047,117.372904,在用,3D890C,3C890B
S010137001000920070,孙村东虚-董家虚收费门架,路段收费门架,实体门架,,36.718794,117.343089,在用,3D890A,3C8909
S010137001001220080,董家虚-唐王枢纽收费门架,路段收费门架,实体门架,,36.768157,117.311519,在用,3D8908,3C8907
S010137001001310010,董家-董家虚收费门架,路段收费门架,虚拟门架,,36.741057,117.318565,备用,3C8901,3D8902
S010137001001420010,董家虚-董家收费门架,路段收费门架,虚拟门架,,36.741057,117.318565,备用,3D8902,3C8901
S010137001001510010,孙村东-孙村东虚收费门架,路段收费门架,虚拟门架,,36.679498,117.353953,备用,3C8903,3D8904
S010137001001620010,孙村东虚-孙村东收费门架,路段收费门架,虚拟门架,,36.679498,117.353953,备用,3D8904,3C8903
S010137001001710010,曹范北-曹范北虚收费门架,路段收费门架,虚拟门架,,36.635585,117.580474,备用,3C8905,3D8906
S010137001001820010,曹范北虚-曹范北收费门架,路段收费门架,虚拟门架,,36.635585,117.580474,备用,3D8906,3C8905
S381237004000210010,枣庄北枢纽-微山虚门架,路段收费门架,实体门架,,117.182434,34.831012,在用,3C8201,3D8202
S381237004000220010,微山虚-枣庄北枢纽门架,路段收费门架,实体门架,,117.182923,34.831242,在用,3D8202,3C8201
S381237004000410010,微山-微山虚门架,路段收费门架,虚拟门架,,34.828636,117.168374,在用,3C8203,3D8204
S381237004000420010,微山虚-微山门架,路段收费门架,虚拟门架,,34.828636,117.168374,在用,3D8204,3C8203
S720137001000110010,东营港-仙河门架,路段收费门架,实体门架,,37.9520033,118.8265012,在用,3C3609,3D3612
S720137001000210020,仙河-孤岛门架,路段收费门架,实体门架,,37.92691589,118.7903534,在用,3C360A,3D3611
S720137001000310030,孤岛-马场门架,路段收费门架,实体门架,,37.85730182,118.7394406,在用,3C360B,3D3610
S720137001000410040,马场-疏港路枢纽门架,路段收费门架,实体门架,,37.78534954,118.6853102,在用,3C360C,3D360F
S720137001000510050,疏港路枢纽-济南东港立交门架,路段收费门架,实体门架,,37.659572,118.544636,在用,3C3501,3D3503
S720137001000610060,济东东港立交-集贤立交虚门架,路段收费门架,虚拟门架,,37.64545066,118.5337794,在用,3C360D,3D3502
S720137001000720070,集贤-济东东港立交虚门架,路段收费门架,虚拟门架,,37.64556321,118.5336162,在用,3D3502,3C360D
S003337001000510040,汶上南-东济日兰立交门架,路段收费门架,实体门架,,35.627081,116.434934,在用,3C5310,3D5311
S003337001000620050,东济日兰立交-汶上南门架,路段收费门架,实体门架,,35.626008,116.43547,在用,3D5311,3C5310
S003337001000720060,汶上南-汶上西门架,路段收费门架,实体门架,,35.715818,116.416268,在用,3D530F,3C530E
S003337001000920070,汶上西-东平南门架,路段收费门架,实体门架,,35.75643966,116.413038,在用,3D530D,3C530C
S003337001001010010,东平南-东平南虚收费门架,路段收费门架,虚拟门架,,35.81225735,116.4139656,在用,3C5313,3D5312
S003337001001020010,东平南虚-东平南收费门架,路段收费门架,虚拟门架,,35.81226322,116.4139659,在用,3D5312,3C5313
S003337001001110010,汶上西-汶上西虚收费门架,路段收费门架,虚拟门架,,35.73127931,116.4179484,在用,3C5315,3D5314
S003337001001120010,汶上西虚-汶上西收费门架,路段收费门架,虚拟门架,,35.73103169,116.4179559,在用,3D5314,3C5315
S003337001001210010,汶上南-汶上南虚收费门架,路段收费门架,虚拟门架,,35.66479469,116.4294655,在用,3C5317,3D5316
S003337001001220010,汶上南虚-汶上南收费门架,路段收费门架,虚拟门架,,35.66497015,116.429568,在用,3D5316,3C5317
S003337002000110120,东济日兰立交-济宁经开区交门架,路段收费门架,实体门架,,35.467864,116.454845,在用,3C610E,3D6101
S003337002000410110,济宁经开区虚-太白湖虚收费门架,路段收费门架,实体门架,,35.431027,116.443723,在用,3C610D,3D6102
S003337002000510100,济宁机场-济宁南门架,路段收费门架,实体门架,,35.26233953,116.4372259,在用,3C610C,3D6103
G251637001000810010,盐窝-盐窝虚收费门架,路段收费门架,虚拟门架,,37.6304024,118.364385,在用,3C640A,3D6409
G251637001000820010,盐窝虚-盐窝收费门架,路段收费门架,虚拟门架,,37.63050514,118.364558,在用,3D6409,3C640A
G251637002000210020,滨州东-滨城北门架,路段收费门架,实体门架,,37.50911938,118.0612694,在用,3C301B,3D3026
G251637002000310030,滨城北-长深济东立交门架,路段收费门架,实体门架,,37.49384991,117.9713759,在用,3C301C,3D3025
G251637002000410040,长深济东立交-滨州西门架,路段收费门架,实体门架,,37.42070708,117.7423637,在用,3C301D,3D3024
G251637002000510050,滨州西-惠民门架,路段收费门架,实体门架,,37.37532046,117.6034941,在用,3C301E,3D3023
G251637002000610060,惠民-惠民西门架,路段收费门架,实体门架,,37.23771724,117.460788,在用,3C301F,3D3022
G251637002000710070,惠民西-济阳东门架,路段收费门架,实体门架,,37.22007482,117.4167208,在用,3C3020,3D3021
G251637002000820080,济阳东-惠民西门架,路段收费门架,实体门架,,37.21971835,117.4162397,在用,3D3021,3C3020
G251637002000920090,惠民西-惠民门架,路段收费门架,实体门架,,37.23714646,117.4602046,在用,3D3022,3C301F
G251637002001020100,惠民-滨州西门架,路段收费门架,实体门架,,37.375042,117.602625,在用,3D3023,3C301E
G251637002001120110,滨州西-长深济东立交门架,路段收费门架,实体门架,,37.4203716,117.7412126,在用,3D3024,3C301D
G251637002001220120,长深济东立交-滨城北门架,路段收费门架,实体门架,,37.49343948,117.9706735,在用,3D3025,3C301C
G251637002001320130,滨城北-滨州东门架,路段收费门架,实体门架,,37.50883636,118.0605983,在用,3D3026,3C301B
G251637002001510010,惠民西-惠民西虚收费门架,路段收费门架,虚拟门架,,37.22952015,117.442417,在用,3C6302,3D6301
S001637004000210010,郭城虚-发城虚收费门架,路段收费门架,实体门架,,36.971527,121.054011,在用,3C8402,3D8403
S001637004000310020,发城虚-万第虚收费门架,路段收费门架,实体门架,,36.921304,120.873436,在用,3C8404,3D8405
S001637004000410030,万第虚-古柳虚收费门架,路段收费门架,实体门架,,36.879689,120.727957,在用,3C8406,3D8407
S001637004000510040,古柳虚-吕格庄虚收费门架,路段收费门架,实体门架,,36.893663,120.670472,在用,3C8408,3D8409
S001637004000610050,吕格庄虚-冯格庄虚收费门架,路段收费门架,实体门架,,36.923352,120.594228,在用,3C840A,3D840B
S001637004000710060,冯格庄虚-青龙潍莱立交收费门架,路段收费门架,实体门架,,36.928789,120.569792,在用,3C840C,3D8401
S001637004001020070,青龙潍莱立交-冯格庄虚收费门架,路段收费门架,实体门架,,36.928652,120.569298,在用,3D8401,3C840C
S001637004001120080,冯格庄虚-吕格庄虚收费门架,路段收费门架,实体门架,,36.923168,120.594313,在用,3D840B,3C840A
S001637004001220090,吕格庄虚-古柳虚收费门架,路段收费门架,实体门架,,36.893281,120.670869,在用,3D8409,3C8408
S001637004001320100,古柳虚-万第虚收费门架,路段收费门架,实体门架,,36.879496,120.728209,在用,3D8407,3C8406
S001637004001420110,万第虚-发城虚收费门架,路段收费门架,实体门架,,36.921084,120.873102,在用,3D8405,3C8404
S001637004001520120,发城虚-郭城虚收费门架,路段收费门架,实体门架,,36.971399,121.053973,在用,3D8403,3C8402
S001637004001710010,郭城-郭城虚收费门架,路段收费门架,虚拟门架,,36.998183,121.087991,在用,3C840D,3D840E
S001637004001820010,郭城虚-郭城收费门架,路段收费门架,虚拟门架,,36.998183,121.087991,在用,3D840E,3C840D
S001637004001910010,发城-发城虚收费门架,路段收费门架,虚拟门架,,36.996014,121.037997,在用,3C840F,3D8410
S001637004002020010,发城虚-发城收费门架,路段收费门架,虚拟门架,,36.996014,121.037997,在用,3D8410,3C840F
S001637004002110010,万第-万第虚收费门架,路段收费门架,虚拟门架,,36.905827,120.838343,在用,3C8412,3D8413
S001637004002220010,万第虚-万第收费门架,路段收费门架,虚拟门架,,36.905827,120.838343,在用,3D8413,3C8412
S001637004002310010,古柳-古柳虚收费门架,路段收费门架,虚拟门架,,36.882675,120.708783,备用,3C8411,3D8414
S001637004002420010,古柳虚-古柳收费门架,路段收费门架,虚拟门架,,36.882675,120.708783,备用,3D8414,3C8411
S001637004002510010,吕格庄-吕格庄虚收费门架,路段收费门架,虚拟门架,,36.901076,120.649653,在用,3C8415,3D8416
S001637004002620010,吕格庄虚-吕格庄收费门架,路段收费门架,虚拟门架,,36.901076,120.649653,在用,3D8416,3C8415
S001637004002710010,冯格庄-冯格庄虚收费门架,路段收费门架,虚拟门架,,36.927752,120.583748,在用,3C8417,3D8418
S001637004002820010,冯格庄虚-冯格庄收费门架,路段收费门架,虚拟门架,,36.927752,120.583748,在用,3D8418,3C8417
S001637005000110030,坊子-坊子虚收费门架,路段收费门架,虚拟门架,,36.618228,119.148693,备用,3C8A03,3D8A04
S001637005000220040,坊子虚-坊子收费门架,路段收费门架,虚拟门架,,36.618516,119.148126,备用,3D8A04,3C8A03
S720137001000820080,济东东港立交-疏港路枢纽门架,路段收费门架,实体门架,,37.658844,118.544243,在用,3D3503,3C3501
S720137001000920090,疏港路枢纽-马场门架,路段收费门架,实体门架,,37.78487772,118.6849016,在用,3D360F,3C360C
S720137001001020100,马场-孤岛门架,路段收费门架,实体门架,,37.85647081,118.7392337,在用,3D3610,3C360B
S720137001001120110,孤岛-仙河门架,路段收费门架,实体门架,,37.92629979,118.7897226,在用,3D3611,3C360A
S720137001001220120,仙河-东营港门架,路段收费门架,实体门架,,37.95142349,118.8258849,在用,3D3612,3C3609
S720137001001310010,马场-马场虚收费门架,路段收费门架,虚拟门架,,37.79728889,118.7022193,在用,3C3505,3D3504
S720137001001320010,马场虚-马场收费门架,路段收费门架,虚拟门架,,37.79714972,118.7023013,在用,3D3504,3C3505
S720137001001410010,孤岛-孤岛虚收费门架,路段收费门架,虚拟门架,,37.87367785,118.7530693,在用,3C3507,3D3506
S720137001001420010,孤岛虚-孤岛收费门架,路段收费门架,虚拟门架,,37.87363183,118.7531023,在用,3D3506,3C3507
S720137001001510010,仙河-仙河虚收费门架,路段收费门架,虚拟门架,,37.93694505,118.8118376,在用,3C3509,3D3508
S720137001001520010,仙河虚-仙河收费门架,路段收费门架,虚拟门架,,37.93685706,118.8117635,在用,3D3508,3C3509
S720137001001610010,东营港-东营港虚收费门架,路段收费门架,虚拟门架,,38.04654983,118.8982843,在用,3C350B,3D350A
S720137001001620010,东营港虚-东营港收费门架,路段收费门架,虚拟门架,,38.04650888,118.8984033,在用,3D350A,3C350B
S740137001000110010,莱州港-荣乌莱州疏港枢纽门架,路段收费门架,实体门架,,37.36474519,120.0194147,在用,3C7403,3D7404
S740137001000220020,荣乌莱州疏港枢纽-莱州港门架,路段收费门架,实体门架,,37.3639182,120.0205962,在用,3D7404,3C7403
S003337002000610090,济宁南-金乡东门架,路段收费门架,实体门架,,35.108832,116.452232,在用,3C610B,3D6104
S003337002000810070,鱼台西-济徐路济鱼段终点门架,省界收费门架,实体门架,省界出口,34.950329,116.554555,在用,3E6108,3F6106
S003337002000810140,鱼台西-济徐路济鱼段终点门架,省界收费门架,实体门架,省界出口,34.954388,116.554422,在用,3E6108,3F6106
S003337002001320060,济徐路济鱼段终点-鱼台西门架,省界收费门架,实体门架,省界入口,34.949177,116.554646,在用,3F6106,3E6108
S003337002001320130,济徐路济鱼段终点-鱼台西门架,省界收费门架,实体门架,省界入口,34.944432,116.554505,在用,3F6106,3E6108
S003337002001520040,金乡东-济宁南门架,路段收费门架,实体门架,,35.108095,116.452818,在用,3D6104,3C610B
S003337002001620030,济宁南-济宁机场门架,路段收费门架,实体门架,,35.26174187,116.4375837,在用,3D6103,3C610C
S003337002001720020,济宁机场虚-太白湖虚收费门架,路段收费门架,实体门架,,35.429916,116.443513,在用,3D6102,3C610D
S003337002001820010,济宁经开区-东济日兰立交门架,路段收费门架,实体门架,,35.466866,116.454811,在用,3D6101,3C610E
S003337002002410010,济宁经开区-济宁经开区虚收费门架,路段收费门架,虚拟门架,,35.44650856,116.456776,在用,3C6120,3D611F
S003337002002420010,济宁经开区虚-济宁经开区收费门架,路段收费门架,虚拟门架,,35.44629668,116.4568202,在用,3D611F,3C6120
S003337002002510010,济宁机场-济宁机场虚收费门架,路段收费门架,虚拟门架,,35.30607882,116.4470224,在用,3C6122,3D6121
S003337002002520010,济宁机场虚-济宁机场收费门架,路段收费门架,虚拟门架,,35.30608812,116.4468556,在用,3D6121,3C6122
S003337002002610010,济宁南-济宁南虚收费门架,路段收费门架,虚拟门架,,35.243038,116.4384639,在用,3C611A,3D6123
S003337002002620010,济宁南虚-济宁南收费门架,路段收费门架,虚拟门架,,35.24322086,116.4384916,在用,3D6123,3C611A
G251637002001520010,惠民西虚-惠民西收费门架,路段收费门架,虚拟门架,,37.22928133,117.4424296,在用,3D6301,3C6302
G251637002001610010,惠民-惠民虚收费门架,路段收费门架,虚拟门架,,37.37120798,117.5777878,在用,3C6304,3D6303
G251637002001620010,惠民虚-惠民收费门架,路段收费门架,虚拟门架,,37.37136219,117.5781214,在用,3D6303,3C6304
G251637002001710010,滨州西-滨州西虚收费门架,路段收费门架,虚拟门架,,37.41553128,117.7203961,在用,3C6306,3D6305
G251637002001720010,滨州西虚-滨州西收费门架,路段收费门架,虚拟门架,,37.41552816,117.7207246,在用,3D6305,3C6306
G251637002001810010,滨城北-滨城北虚收费门架,路段收费门架,虚拟门架,,37.50446768,117.9882078,在用,3C6308,3D6307
G251637002001820010,滨城北虚-滨城北收费门架,路段收费门架,虚拟门架,,37.5047259,117.9883401,在用,3D6307,3C6308
G251637002001910010,滨州东-滨州东虚收费门架,路段收费门架,虚拟门架,,37.51037698,118.0798991,在用,3C6406,3D6405
G251637002001920010,滨州东虚-滨州东收费门架,路段收费门架,虚拟门架,,37.51055487,118.0798457,在用,3D6405,3C6406
G251637003000210020,济阳东-济北开发区门架,路段收费门架,实体门架,,37.104489,117.251669,在用,3C6201,3D6204
G251637003000310030,济北开发区-济乐济东立交门架,路段收费门架,实体门架,,37.02746643,117.1385911,在用,3C6202,3D6203
G251637003000420040,济乐济东立交-济北开发区门架,路段收费门架,实体门架,,37.026956,117.138368,在用,3D6203,3C6202
G251637003000520050,济北开发区-济阳东门架,路段收费门架,实体门架,,37.10369,117.250993,在用,3D6204,3C6201
G251637003000710010,济北开发区-济北开发区虚收费门架,路段收费门架,虚拟门架,,37.034639,117.169578,在用,3C6206,3D6205
G251637003000720010,济北开发区虚-济北开发区收费门架,路段收费门架,虚拟门架,,37.03478704,117.1692641,在用,3D6205,3C6206
S001637005000310010,坊子西-坊子西虚收费门架,路段收费门架,虚拟门架,,36.585878,119.106688,备用,3C8A01,3D8A02
S001637005000420020,坊子西虚-坊子西收费门架,路段收费门架,虚拟门架,,36.585343,119.106771,备用,3D8A02,3C8A01
S001637005000910070,坊子虚-坊子西虚收费门架,路段收费门架,实体门架,,36.60222,119.120008,备用,3C8A07,3D8A08
S001637005001020080,坊子西虚-坊子虚收费门架,路段收费门架,实体门架,,36.602138,119.120132,备用,3D8A08,3C8A07
S001637005001110090,坊子西虚-营丘东枢纽收费门架,路段收费门架,实体门架,,36.575565,119.100816,备用,3C8A09,3D8A0A
S001637005001220100,营丘东枢纽-坊子西虚收费门架,路段收费门架,实体门架,,36.575341,119.100709,备用,3D8A0A,3C8A09
S001637005001310110,营丘东枢纽-营丘枢纽收费门架,路段收费门架,实体门架,,36.550888,119.066923,备用,3C8A0B,3D8A0C
S001637005001420120,营丘枢纽-营丘东枢纽收费门架,路段收费门架,实体门架,,36.550621,119.066595,备用,3D8A0C,3C8A0B
S001737001000110010,蓬莱-蓬莱枢纽门架,路段收费门架,实体门架,,37.74778824,120.8708906,在用,3C6801,3D6806
S001737001000210020,蓬莱枢纽-大辛店门架,路段收费门架,实体门架,,37.596071,120.907096,在用,3C6802,3D6805
S001737001000310030,大辛店-沈海蓬栖枢纽门架,路段收费门架,实体门架,,37.563364,120.893181,在用,3C6803,3D6804
S001737001000420040,沈海蓬栖枢纽-大辛店门架,路段收费门架,实体门架,,37.562788,120.893343,在用,3D6804,3C6803
S001737001000520050,大辛店-蓬莱枢纽门架,路段收费门架,实体门架,,37.595507,120.906845,在用,3D6805,3C6802
S001737001000620060,蓬莱枢纽-蓬莱门架,路段收费门架,实体门架,,37.74695622,120.8710663,在用,3D6806,3C6801
S001737001000710010,蓬莱-蓬莱虚收费门架,路段收费门架,虚拟门架,,37.75453071,120.8705853,在用,3C6808,3D6807
S001737001000720010,蓬莱虚-蓬莱收费门架,路段收费门架,虚拟门架,,37.75457867,120.8712497,在用,3D6807,3C6808
S001737001000810010,大辛店-大辛店虚收费门架,路段收费门架,虚拟门架,,37.57999728,120.9005103,在用,3C680A,3D6809
S740137001000310010,莱州港-莱州港虚收费门架,路段收费门架,虚拟门架,,37.37430585,120.008067,在用,3C2802,3D2801
S740137001000320010,莱州港虚-莱州港收费门架,路段收费门架,虚拟门架,,37.37434764,120.0081144,在用,3D2801,3C2802
S740237001000110010,烟台西港-八角门架,路段收费门架,实体门架,,37.655615,121.111763,在用,3C7405,3D7408
S740237001000210020,八角-八角枢纽门架,路段收费门架,实体门架,,37.640907,121.104135,在用,3C7406,3D7407
S740237001000320030,八角枢纽-八角门架,路段收费门架,实体门架,,37.639944,121.104298,在用,3D7407,3C7406
S740237001000420040,八角-烟台西港门架,路段收费门架,实体门架,,37.655163,121.111494,在用,3D7408,3C7405
S740237001000510010,八角-八角虚收费门架,路段收费门架,虚拟门架,,37.64991288,121.1025886,在用,3C2902,3D2901
S740237001000520010,八角虚-八角收费门架,路段收费门架,虚拟门架,,37.65004805,121.102662,在用,3D2901,3C2902
S740237001000610010,烟台西港-烟台西港虚收费门架,路段收费门架,虚拟门架,,37.6667404,121.1173388,在用,3C2903,3D2904
S740237001000620010,烟台西港虚-烟台西港收费门架,路段收费门架,虚拟门架,,37.66673754,121.1175194,在用,3D2904,3C2903
S760237001000110010,灵珠山东-辛安枢纽门架,路段收费门架,虚拟门架,,36.03563136,120.1088446,在用,3C7409,3D7412
S760237001000210020,辛安枢纽-灵珠山门架,路段收费门架,实体门架,,36.0322289,120.0888903,在用,3C740A,3D7411
S760237001000310030,灵珠山-灵山湾门架,路段收费门架,实体门架,,35.96780395,120.0358481,在用,3C740B,3D7410
S003337002002710010,金乡东-金乡东虚收费门架,路段收费门架,虚拟门架,,35.08850266,116.4636523,在用,3C611C,3D611B
S003337002002720010,金乡东虚-金乡东收费门架,路段收费门架,虚拟门架,,35.08848078,116.4634317,在用,3D611B,3C611C
S003337002002810010,鱼台西-鱼台西虚收费门架,路段收费门架,虚拟门架,,34.96608214,116.5557839,在用,3C611E,3D611D
S003337002002820010,鱼台西虚-鱼台西收费门架,路段收费门架,虚拟门架,,34.96598933,116.5555655,在用,3D611D,3C611E
S003337002002910010,金乡东虚-鱼城枢纽门架,路段收费门架,实体门架,,35.075197,116.460851,在用,3C6124,3D6125
S003337002002920010,鱼城枢纽-金乡东虚门架,路段收费门架,实体门架,,35.075245,116.460973,在用,3D6125,3C6124
S003337002003010010,鱼城枢纽-鱼台西虚门架,路段收费门架,实体门架,,34.988512,116.537551,在用,3C6126,3D6127
S003337002003020010,鱼台西虚-鱼城枢纽门架,路段收费门架,实体门架,,35.988189,116.537735,在用,3D6127,3C6126
S003337002003110010,太白湖虚-济宁机场虚收费门架,路段收费门架,虚拟门架,,35.329153,116.446897,停用,3C6129,3D6102
S003337002003120010,太白湖虚-济宁经开区虚收费门架,路段收费门架,虚拟门架,,35.431018,116.443849,停用,3D6128,3C610D
S003337002003210010,太白湖-太白湖虚收费门架,路段收费门架,虚拟门架,,35.362381,116.428835,备用,3C612B,3D612A
S003337002003220020,太白湖虚-太白湖收费门架,路段收费门架,虚拟门架,,35.362917,116.429491,备用,3D612A,3C612B
S003737001000110010,尹集立交-高唐州虚收费门架,路段收费门架,虚拟门架,,36.864009,116.32206,备用,3C920E,3D920F
S003737001000210020,高唐州虚-高唐南虚收费门架,路段收费门架,实体门架,,36.833027,116.326386,在用,3C9221,3D9226
S003737001000310030,高唐南虚-茌平东虚收费门架,路段收费门架,虚拟门架,,36.699987,116.348707,备用,3C9213,3D9214
S003737001000410040,茌平东虚-高东济聊枢纽收费门架,路段收费门架,虚拟门架,,36.596812,116.340258,备用,3C9222,3D9223
S003737001000510050,高东济聊枢纽-高集虚收费门架,路段收费门架,虚拟门架,,36.465986,116.356442,备用,3C9216,3D9217
S003737001000610060,高集虚-东阿北虚收费门架,路段收费门架,虚拟门架,,36.443933,116.348531,备用,3C9224,3D9225
S003737001000710070,东阿北虚-陈集虚收费门架,路段收费门架,虚拟门架,,36.402034,116.342352,备用,3C921A,3D921B
S003737001000810080,陈集虚-东阿东虚收费门架,路段收费门架,虚拟门架,,36.332781,116.318355,备用,3C9227,3D9228
S003737001000910090,东阿东虚-东阿南立交收费门架,路段收费门架,虚拟门架,,36.295598,116.302729,备用,3C921E,3D921F
S003737001001020100,东阿南立交-东阿东虚收费门架,路段收费门架,虚拟门架,,36.29521,116.302685,备用,3D921F,3C921E
G251637003000810010,济阳东-济阳东虚收费门架,路段收费门架,虚拟门架,,37.11466799,117.2712199,在用,3C6208,3D6207
G251637003000820010,济阳东虚-济阳东收费门架,路段收费门架,虚拟门架,,37.11440824,117.2711529,在用,3D6207,3C6208
G251637004000110010,高邢青银枢纽-高唐西门架,路段收费门架,实体门架,,36.904304,116.165508,在用,3C4A01,3D4A0C
G251637004000210020,高唐西-金郝庄门架,路段收费门架,实体门架,,36.879379,115.998879,在用,3C4A02,3D4A0B
G251637004000310030,金郝庄-德商高邢立交门架,路段收费门架,实体门架,,36.877993,115.971674,在用,3C4A03,3D4A0A
G251637004000410040,德商高邢立交-临清门架,路段收费门架,实体门架,,36.880944,115.804472,在用,3C4A04,3D4A09
G251637004000510050,临清-高邢鲁冀门架,省界收费门架,实体门架,省界出口,36.88051509,115.7705095,在用,3E4A05,3F4A07
G251637004000510110,临清-高邢鲁冀门架,省界收费门架,实体门架,省界出口,36.881124,115.764516,在用,3E4A05,3F4A07
G251637004000620060,高邢鲁冀-临清门架,省界收费门架,实体门架,省界入口,36.881093,115.763829,在用,3F4A07,3E4A05
G251637004000620120,高邢鲁冀-临清门架,省界收费门架,实体门架,省界入口,36.881655,115.758634,在用,3F4A07,3E4A05
G251637004000720070,临清-德商高邢立交门架,路段收费门架,实体门架,,36.88076037,115.8037941,在用,3D4A09,3C4A04
G251637004000820080,德商高邢立交-金郝庄门架,路段收费门架,实体门架,,36.877766,115.970655,在用,3D4A0A,3C4A03
G251637004000920090,金郝庄-高唐西门架,路段收费门架,实体门架,,36.879333,115.998119,在用,3D4A0B,3C4A02
G251637004001020100,高唐西-高邢青银枢纽门架,路段收费门架,实体门架,,36.903779,116.165219,在用,3D4A0C,3C4A01
G251637004001110010,高唐西-高唐西虚收费门架,路段收费门架,虚拟门架,,36.89093457,116.1545243,在用,3C4A0E,3D4A0D
S001737001000820010,大辛店虚-大辛店收费门架,路段收费门架,虚拟门架,,37.57992016,120.9004335,在用,3D6809,3C680A
S001937001000110010,惜福-城阳南门架,路段收费门架,实体门架,,36.304562,120.444112,备用,3C5818,3D5819
S001937001000220020,城阳南-惜福门架,路段收费门架,实体门架,,36.330985,120.509028,备用,3D5819,3C5818
S001937002000110010,高格庄枢纽-青龙潍莱立交门架,路段收费门架,实体门架,,36.97644717,120.5491524,在用,3C5807,3D5808
S001937002000210020,青龙潍莱立交-莱西东门架,路段收费门架,实体门架,,36.91578703,120.5807092,在用,3C580A,3D5809
S001937002000310030,莱西东-团旺门架,路段收费门架,实体门架,,36.77617807,120.5527273,在用,3C580B,3D580C
S001937002000410040,团旺-姜山门架,路段收费门架,实体门架,,36.65593067,120.5162617,在用,3C580D,3D580E
S001937002000510050,姜山-华山东门架,路段收费门架,实体门架,,36.61684795,120.5194722,在用,3C580F,3D5810
S001937002000610060,华山东-青龙威青立交门架,路段收费门架,实体门架,,36.52862369,120.5634051,在用,3C5811,3D5812
S001937002000710070,青龙威青立交-龙泉门架,路段收费门架,实体门架,,36.47478079,120.566402,在用,3C5814,3D5813
S001937002000810080,龙泉-即墨东门架,路段收费门架,实体门架,,36.439189,120.552636,在用,3C5815,3D5816
S001937002000910090,即墨东-惜福门架,路段收费门架,实体门架,,36.38261223,120.5525219,在用,3C5803,3D5817
S760237001000410040,灵山湾-隐珠门架,路段收费门架,实体门架,,35.9545303,120.0346192,在用,3C740C,3D740F
S760237001000510050,隐珠-胶南北枢纽门架,路段收费门架,实体门架,,35.9235768,119.9975913,在用,3C740D,3D740E
S760237001000620060,胶南北枢纽-隐珠门架,路段收费门架,实体门架,,35.92269498,119.9959638,在用,3D740E,3C740D
S760237001000720070,隐珠-灵山湾门架,路段收费门架,实体门架,,35.952678,120.0340745,在用,3D740F,3C740C
S760237001000820080,灵山湾-灵珠山门架,路段收费门架,实体门架,,35.96724157,120.0360503,在用,3D7410,3C740B
S760237001000920090,灵珠山-辛安枢纽门架,路段收费门架,实体门架,,36.0310261,120.0871393,在用,3D7411,3C740A
S760237001001020100,辛安枢纽-灵珠山东门架,路段收费门架,虚拟门架,,36.03530182,120.1088659,在用,3D7412,3C7409
S760237001001110010,隐珠-隐珠虚收费门架,路段收费门架,虚拟门架,,35.92806791,120.0011281,在用,3C7414,3D7413
S760237001001120010,隐珠虚-隐珠收费门架,路段收费门架,虚拟门架,,35.92812572,120.0012102,在用,3D7413,3C7414
S760237001001210010,灵珠山-灵珠山虚收费门架,路段收费门架,虚拟门架,,36.02839892,120.0871281,在用,3C7416,3D7415
S760237001001220010,灵珠山虚-灵珠山收费门架,路段收费门架,虚拟门架,,36.02832493,120.0870308,在用,3D7415,3C7416
S760237001001310010,灵山湾-灵山湾虚收费门架,路段收费门架,虚拟门架,,35.95873776,120.0391209,在用,3C7418,3D7417
